License Year, Hunting District,Deer Species,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bucks,Does,Fawns,Bow,Rifle,Less than 4 Points, 4 or More Points
2020,292,md,R,0,0,0,120,120,0,0,4,116,65,54
2020,292,md,SUM,0,0,0,123,123,0,0,4,119,65,58
2020,292,wt,N,0,0,0,5,5,0,0,0,5,2,3
2020,292,wt,R,0,0,0,337,273,61,3,14,324,142,132
2020,292,wt,SUM,0,0,0,342,278,61,3,14,328,143,135
2020,293,all_deer,N,0,0,0,6,6,0,0,0,6,0,6
2020,293,all_deer,R,0,0,0,126,109,17,0,7,119,37,72
2020,293,all_deer,SUM,0,0,0,131,115,17,0,7,125,37,77
2020,293,md,N,0,0,0,6,6,0,0,0,6,0,6
2020,293,md,R,0,0,0,48,48,0,0,7,41,20,27
2020,293,md,SUM,0,0,0,54,54,0,0,7,47,20,33
2020,293,wt,N,0,0,0,0,0,0,0,0,0,0,0
2020,293,wt,R,0,0,0,78,61,17,0,0,78,17,44
2020,293,wt,SUM,0,0,0,78,61,17,0,0,78,17,44
2020,298,all_deer,N,0,0,0,0,0,0,0,0,0,0,0
2020,298,all_deer,R,0,0,0,74,61,14,0,3,71,16,44
2020,298,all_deer,SUM,0,0,0,74,61,14,0,3,71,16,44
2020,298,md,N,0,0,0,0,0,0,0,0,0,0,0
2020,298,md,R,0,0,0,4,4,0,0,0,4,0,4
2020,298,md,SUM,0,0,0,4,4,0,0,0,4,0,4
2020,298,wt,N,0,0,0,0,0,0,0,0,0,0,0
2020,298,wt,R,0,0,0,71,57,14,0,3,67,16,41
2020,298,wt,SUM,0,0,0,71,57,14,0,3,67,16,41
2020,2XX,all_deer,N,0,0,0,21,18,3,0,0,21,9,9
2020,2XX,all_deer,R,0,0,0,28,14,14,0,3,25,7,7
2020,2XX,all_deer,SUM,0,0,0,49,31,18,0,3,45,16,16
2020,2XX,md,N,0,0,0,3,3,0,0,0,3,3,0
2020,2XX,md,SUM,0,0,0,3,3,0,0,0,3,3,0
2020,2XX,wt,N,0,0,0,18,15,3,0,0,18,6,9
2020,2XX,wt,R,0,0,0,28,14,14,0,3,25,7,7
2020,2XX,wt,SUM,0,0,0,46,28,18,0,3,43,13,16
2020,300,all_deer,N,0,0,0,59,32,27,0,3,56,6,26
2020,300,all_deer,R,0,0,0,217,109,108,0,0,217,40,69
2020,300,all_deer,SUM,0,0,0,276,141,135,0,3,273,46,96
2020,300,md,N,0,0,0,38,23,15,0,3,35,6,18
2020,300,md,R,0,0,0,84,55,29,0,0,84,23,32
2020,300,md,SUM,0,0,0,122,78,44,0,3,119,29,50
2020,300,wt,N,0,0,0,21,9,13,0,0,21,0,9
2020,300,wt,R,0,0,0,133,54,79,0,0,133,17,37
2020,300,wt,SUM,0,0,0,155,63,92,0,0,155,17,46
2020,301,all_deer,N,0,0,0,10,3,7,0,0,10,0,3
2020,301,all_deer,R,0,0,0,234,161,72,0,37,197,64,97
2020,301,all_deer,SUM,0,0,0,243,164,79,0,37,206,64,100
2020,301,md,N,0,0,0,3,3,0,0,0,3,0,3
2020,301,md,R,0,0,0,71,64,7,0,13,57,44,20
2020,301,md,SUM,0,0,0,74,67,7,0,13,60,44,23
2020,301,wt,N,0,0,0,7,0,7,0,0,7,0,0
2020,301,wt,R,0,0,0,163,97,66,0,24,139,20,77
2020,301,wt,SUM,0,0,0,170,97,72,0,24,146,20,77
2020,302,all_deer,N,0,0,0,98,61,37,0,3,96,32,29
2020,302,all_deer,R,0,0,0,130,90,36,3,3,127,41,50
2020,302,all_deer,SUM,0,0,0,228,152,73,3,6,222,73,79
2020,302,md,N,0,0,0,70,53,18,0,0,70,32,20
2020,302,md,R,0,0,0,97,73,20,3,3,94,34,40
2020,302,md,SUM,0,0,0,167,126,38,3,3,164,66,60
2020,302,wt,N,0,0,0,28,9,20,0,3,25,0,9
2020,302,wt,R,0,0,0,33,17,16,0,0,33,7,10
2020,302,wt,SUM,0,0,0,61,26,36,0,3,58,7,19
2020,309,all_deer,N,0,0,0,25,15,10,0,3,22,0,15
2020,309,all_deer,R,0,0,0,499,256,243,0,127,372,47,209
2020,309,all_deer,SUM,0,0,0,524,271,253,0,130,394,47,224
2020,309,md,N,0,0,0,3,3,0,0,0,3,0,3
2020,309,md,R,0,0,0,45,34,11,0,8,37,10,24
2020,309,md,SUM,0,0,0,48,37,11,0,8,40,10,27
2020,309,wt,N,0,0,0,22,12,10,0,3,19,0,12
2020,309,wt,R,0,0,0,454,222,232,0,120,335,37,185
2020,309,wt,SUM,0,0,0,476,234,242,0,122,354,37,197
2020,310,all_deer,N,0,0,0,0,0,0,0,0,0,0,0
2020,310,all_deer,R,0,0,0,30,27,3,0,3,27,10,17
2020,310,all_deer,SUM,0,0,0,30,27,3,0,3,27,10,17
2020,310,md,N,0,0,0,0,0,0,0,0,0,0,0
2020,310,md,R,0,0,0,17,17,0,0,3,14,10,7
2020,310,md,SUM,0,0,0,17,17,0,0,3,14,10,7
2020,310,wt,N,0,0,0,0,0,0,0,0,0,0,0
2020,310,wt,R,0,0,0,13,10,3,0,0,13,0,10
2020,310,wt,SUM,0,0,0,13,10,3,0,0,13,0,10
2020,311,all_deer,N,0,0,0,55,23,32,0,3,52,3,20
2020,311,all_deer,R,0,0,0,1131,668,460,3,84,1047,185,480
2020,311,all_deer,SUM,0,0,0,1186,692,491,3,87,1099,188,501
2020,311,md,N,0,0,0,6,6,0,0,0,6,3,3
2020,311,md,R,0,0,0,330,248,82,0,17,313,119,129
2020,311,md,SUM,0,0,0,336,254,82,0,17,319,122,132
2020,311,wt,N,0,0,0,49,18,32,0,3,46,0,18
2020,311,wt,R,0,0,0,801,420,378,3,67,734,65,351
2020,311,wt,SUM,0,0,0,850,437,410,3,70,780,65,369
2020,312,all_deer,N,0,0,0,47,24,23,0,6,41,3,21
2020,312,all_deer,R,0,0,0,848,496,351,0,103,745,141,356
2020,312,all_deer,SUM,0,0,0,895,520,375,0,109,786,144,377
2020,312,md,N,0,0,0,15,12,3,0,3,12,3,9
2020,312,md,R,0,0,0,201,178,23,0,22,179,80,98
2020,312,md,SUM,0,0,0,216,190,26,0,25,191,83,107
2020,312,wt,N,0,0,0,33,12,21,0,3,30,0,12
2020,312,wt,R,0,0,0,647,319,328,0,81,566,61,258
2020,312,wt,SUM,0,0,0,680,331,349,0,84,596,61,270
2020,313,all_deer,N,0,0,0,27,23,3,0,3,24,6,18
2020,313,all_deer,R,0,0,0,187,129,58,0,2,185,54,75
2020,313,all_deer,SUM,0,0,0,213,152,61,0,5,208,60,92
2020,313,md,N,0,0,0,23,23,0,0,3,20,6,18
2020,313,md,R,0,0,0,150,112,38,0,2,148,51,61
2020,313,md,SUM,0,0,0,174,135,38,0,5,169,57,79
2020,313,wt,N,0,0,0,3,0,3,0,0,3,0,0
2020,313,wt,R,0,0,0,36,17,19,0,0,36,3,14
2020,313,wt,SUM,0,0,0,40,17,23,0,0,40,3,14
2020,314,all_deer,N,0,0,0,50,35,13,2,3,47,12,23
2020,314,all_deer,R,0,0,0,354,250,104,0,7,348,74,176
2020,314,all_deer,SUM,0,0,0,404,285,116,2,10,394,86,199
2020,314,md,N,0,0,0,26,23,3,0,0,26,9,15
2020,314,md,R,0,0,0,165,142,23,0,3,162,40,102
2020,314,md,SUM,0,0,0,192,165,26,0,3,188,49,116
2020,314,wt,N,0,0,0,24,12,10,2,3,20,3,9
2020,314,wt,R,0,0,0,189,109,80,0,3,186,34,75
2020,314,wt,SUM,0,0,0,213,120,90,2,7,206,37,83
2020,315,all_deer,N,0,0,0,110,78,32,0,14,96,23,47
2020,315,all_deer,R,0,0,0,594,356,235,3,21,573,176,179
2020,315,all_deer,SUM,0,0,0,704,433,267,3,35,668,200,226
2020,315,md,N,0,0,0,38,38,0,0,3,35,18,20
2020,315,md,R,0,0,0,209,183,26,0,8,200,115,68
2020,315,md,SUM,0,0,0,247,221,26,0,11,235,133,88
2020,315,wt,N,0,0,0,72,40,32,0,11,61,6,26
2020,315,wt,R,0,0,0,385,172,210,3,13,372,61,111
2020,315,wt,SUM,0,0,0,457,212,241,3,24,433,67,138
2020,317,all_deer,N,0,0,0,92,61,30,0,14,78,20,41
2020,317,all_deer,R,0,0,0,566,325,237,3,37,528,102,220
2020,317,all_deer,SUM,0,0,0,657,386,268,3,51,606,122,261
2020,317,md,N,0,0,0,42,38,4,0,3,39,15,23
2020,317,md,R,0,0,0,153,125,28,0,5,148,54,71
2020,317,md,SUM,0,0,0,195,163,32,0,8,187,69,94
2020,317,wt,N,0,0,0,50,23,26,0,11,39,6,18
2020,317,wt,R,0,0,0,412,200,209,3,32,381,48,149
2020,317,wt,SUM,0,0,0,462,223,235,3,43,419,53,167
2020,318,all_deer,N,0,0,0,3,3,0,0,0,3,3,0
2020,318,all_deer,R,0,0,0,97,71,26,0,22,75,61,10
2020,318,all_deer,SUM,0,0,0,100,74,26,0,22,78,64,10
2020,318,md,N,0,0,0,3,3,0,0,0,3,3,0
2020,318,md,R,0,0,0,87,64,23,0,19,69,61,3
2020,318,md,SUM,0,0,0,90,67,23,0,19,72,64,3
2020,318,wt,N,0,0,0,0,0,0,0,0,0,0,0
2020,318,wt,R,0,0,0,10,7,3,0,3,7,0,7
2020,318,wt,SUM,0,0,0,10,7,3,0,3,7,0,7
2020,319,all_deer,N,0,0,0,23,23,0,0,0,23,11,12
2020,319,all_deer,R,0,0,0,73,49,25,0,6,68,27,21
2020,319,all_deer,SUM,0,0,0,97,72,25,0,6,91,38,34
2020,319,md,N,0,0,0,17,17,0,0,0,17,11,7
2020,319,md,R,0,0,0,49,34,15,0,2,47,23,11
2020,319,md,SUM,0,0,0,66,51,15,0,2,64,33,18
2020,319,wt,N,0,0,0,6,6,0,0,0,6,0,6
2020,319,wt,R,0,0,0,25,15,10,0,3,21,5,10
2020,319,wt,SUM,0,0,0,31,21,10,0,3,27,5,16
2020,320,all_deer,N,0,0,0,116,73,39,4,31,85,26,44
2020,320,all_deer,R,0,0,0,715,373,342,0,28,687,132,238
2020,320,all_deer,SUM,0,0,0,831,447,381,4,60,772,159,282
2020,320,md,N,0,0,0,32,26,6,0,3,29,15,12
2020,320,md,R,0,0,0,176,153,24,0,3,173,85,68
2020,320,md,SUM,0,0,0,208,179,30,0,6,202,99,80
2020,320,wt,N,0,0,0,84,47,33,4,28,56,12,32
2020,320,wt,R,0,0,0,539,221,318,0,25,514,48,170
2020,320,wt,SUM,0,0,0,623,268,351,4,53,570,59,202
2020,321,all_deer,N,0,0,0,12,9,3,0,6,6,6,3
2020,321,all_deer,R,0,0,0,39,32,7,0,0,39,7,25
2020,321,all_deer,SUM,0,0,0,51,41,10,0,6,45,13,28
2020,321,md,N,0,0,0,9,9,0,0,3,6,6,3
2020,321,md,R,0,0,0,20,14,7,0,0,20,7,7
2020,321,md,SUM,0,0,0,29,22,7,0,3,26,13,10
2020,321,wt,N,0,0,0,3,0,3,0,3,0,0,0
2020,321,wt,R,0,0,0,19,19,0,0,0,19,0,19
2020,321,wt,SUM,0,0,0,22,19,3,0,3,19,0,19
2020,322,all_deer,N,0,0,0,233,112,121,0,49,184,44,64
2020,322,all_deer,R,0,0,0,912,357,546,8,59,852,93,261
2020,322,all_deer,SUM,0,0,0,1144,469,667,8,109,1036,137,325
2020,322,md,N,0,0,0,56,44,12,0,3,53,18,26
2020,322,md,R,0,0,0,164,107,57,0,3,161,56,51
2020,322,md,SUM,0,0,0,220,151,69,0,6,213,73,77
2020,322,wt,N,0,0,0,177,68,109,0,46,131,26,38
2020,322,wt,R,0,0,0,748,250,489,8,56,692,37,210
2020,322,wt,SUM,0,0,0,925,319,598,8,102,823,64,248
2020,323,all_deer,N,0,0,0,21,18,3,0,0,21,12,6
2020,323,all_deer,R,0,0,0,51,41,10,0,3,48,24,17
2020,323,all_deer,SUM,0,0,0,72,58,14,0,3,68,35,23
2020,323,md,N,0,0,0,15,15,0,0,0,15,12,3
2020,323,md,R,0,0,0,41,31,10,0,3,37,20,10
2020,323,md,SUM,0,0,0,55,45,10,0,3,52,32,13
2020,323,wt,N,0,0,0,6,3,3,0,0,6,0,3
2020,323,wt,R,0,0,0,10,10,0,0,0,10,3,7
2020,323,wt,SUM,0,0,0,16,13,3,0,0,16,3,10
2020,324,all_deer,N,0,0,0,21,11,3,7,3,18,3,8
2020,324,all_deer,R,0,0,0,80,35,45,0,3,77,0,35
2020,324,all_deer,SUM,0,0,0,101,46,48,7,6,95,3,43
2020,324,md,N,0,0,0,8,5,3,0,3,5,3,2
2020,324,md,R,0,0,0,35,18,17,0,3,32,0,18
2020,324,md,SUM,0,0,0,43,23,20,0,6,37,3,20
2020,324,wt,N,0,0,0,13,6,0,7,0,13,0,6
2020,324,wt,R,0,0,0,45,17,28,0,0,45,0,17
2020,324,wt,SUM,0,0,0,58,23,28,7,0,58,0,23
2020,325,all_deer,N,0,0,0,212,155,57,0,12,201,67,85
2020,325,all_deer,R,0,0,0,544,309,236,0,38,506,122,187
2020,325,all_deer,SUM,0,0,0,757,464,293,0,50,707,189,271
2020,325,md,N,0,0,0,129,117,12,0,9,120,61,56
2020,325,md,R,0,0,0,242,170,73,0,8,234,92,78
2020,325,md,SUM,0,0,0,371,286,84,0,17,354,153,134
2020,325,wt,N,0,0,0,84,38,45,0,3,81,6,29
2020,325,wt,R,0,0,0,302,139,163,0,30,272,31,109
2020,325,wt,SUM,0,0,0,386,177,208,0,33,353,36,138
2020,326,all_deer,N,0,0,0,80,38,39,3,3,77,20,18
2020,326,all_deer,R,0,0,0,208,129,80,0,3,205,61,68
2020,326,all_deer,SUM,0,0,0,288,167,118,3,6,282,82,85
2020,326,md,N,0,0,0,32,23,9,0,0,32,18,6
2020,326,md,R,0,0,0,115,88,27,0,0,115,58,31
2020,326,md,SUM,0,0,0,147,112,36,0,0,147,75,36
2020,326,wt,N,0,0,0,48,15,30,3,3,45,3,12
2020,326,wt,R,0,0,0,93,41,52,0,3,90,3,37
2020,326,wt,SUM,0,0,0,141,55,82,3,6,135,6,49
2020,327,all_deer,N,0,0,0,12,9,3,0,0,12,6,3
2020,327,all_deer,R,0,0,0,71,58,13,0,3,68,27,31
2020,327,all_deer,SUM,0,0,0,83,66,16,0,3,79,33,33
2020,327,md,N,0,0,0,9,6,3,0,0,9,6,0
2020,327,md,R,0,0,0,51,44,7,0,0,51,20,24
2020,327,md,SUM,0,0,0,60,50,10,0,0,60,26,24
2020,327,wt,N,0,0,0,3,3,0,0,0,3,0,3
2020,327,wt,R,0,0,0,20,14,7,0,3,17,7,7
2020,327,wt,SUM,0,0,0,23,17,7,0,3,20,7,10
2020,328,all_deer,N,0,0,0,24,18,6,0,9,15,6,12
2020,328,all_deer,R,0,0,0,27,24,3,0,0,27,10,14
2020,328,all_deer,SUM,0,0,0,51,41,9,0,9,42,16,25
2020,328,md,N,0,0,0,20,18,3,0,9,12,6,12
2020,328,md,R,0,0,0,17,17,0,0,0,17,10,7
2020,328,md,SUM,0,0,0,37,35,3,0,9,29,16,19
2020,328,wt,N,0,0,0,3,0,3,0,0,3,0,0
2020,328,wt,R,0,0,0,10,7,3,0,0,10,0,7
2020,328,wt,SUM,0,0,0,13,7,7,0,0,13,0,7
2020,329,all_deer,N,0,0,0,65,41,21,3,6,59,29,12
2020,329,all_deer,R,0,0,0,152,80,72,0,17,135,41,39
2020,329,all_deer,SUM,0,0,0,217,121,93,3,23,194,70,51
2020,329,md,N,0,0,0,56,41,12,3,6,50,29,12
2020,329,md,R,0,0,0,100,60,41,0,17,83,34,26
2020,329,md,SUM,0,0,0,156,101,52,3,23,133,63,38
2020,329,wt,N,0,0,0,10,0,10,0,0,10,0,0
2020,329,wt,R,0,0,0,52,20,31,0,0,52,7,14
2020,329,wt,SUM,0,0,0,61,20,41,0,0,61,7,14
2020,330,all_deer,N,0,0,0,103,70,33,0,9,95,38,32
2020,330,all_deer,R,0,0,0,289,190,92,7,3,285,78,112
2020,330,all_deer,SUM,0,0,0,392,260,125,7,12,380,116,144
2020,330,md,N,0,0,0,64,56,9,0,6,58,29,26
2020,330,md,R,0,0,0,125,118,7,0,0,125,61,57
2020,330,md,SUM,0,0,0,189,174,16,0,6,184,90,84
2020,330,wt,N,0,0,0,39,15,25,0,3,36,9,6
2020,330,wt,R,0,0,0,163,71,85,7,3,160,17,54
2020,330,wt,SUM,0,0,0,203,86,110,7,6,196,26,60
2020,331,all_deer,N,0,0,0,71,56,15,0,0,71,26,29
2020,331,all_deer,R,0,0,0,518,342,176,0,14,505,200,142
2020,331,all_deer,SUM,0,0,0,589,398,191,0,14,575,226,171
2020,331,md,N,0,0,0,44,35,9,0,0,44,26,9
2020,331,md,R,0,0,0,336,251,85,0,7,329,183,68
2020,331,md,SUM,0,0,0,380,286,94,0,7,373,209,77
2020,331,wt,N,0,0,0,27,20,6,0,0,27,0,20
2020,331,wt,R,0,0,0,183,91,91,0,7,176,17,74
2020,331,wt,SUM,0,0,0,209,112,98,0,7,203,17,95
2020,332,all_deer,N,0,0,0,6,6,0,0,0,6,3,3
2020,332,all_deer,R,0,0,0,54,37,17,0,7,47,24,14
2020,332,all_deer,SUM,0,0,0,60,43,17,0,7,53,27,17
2020,332,md,N,0,0,0,6,6,0,0,0,6,3,3
2020,332,md,R,0,0,0,48,37,10,0,7,41,24,14
2020,332,md,SUM,0,0,0,53,43,10,0,7,47,27,17
2020,332,wt,N,0,0,0,0,0,0,0,0,0,0,0
2020,332,wt,R,0,0,0,7,0,7,0,0,7,0,0
2020,332,wt,SUM,0,0,0,7,0,7,0,0,7,0,0
2020,333,all_deer,N,0,0,0,67,20,46,0,3,64,3,18
2020,333,all_deer,R,0,0,0,872,449,423,0,58,813,156,293
2020,333,all_deer,SUM,0,0,0,938,469,469,0,61,877,159,311
2020,333,md,N,0,0,0,9,9,0,0,0,9,3,6
2020,333,md,R,0,0,0,227,159,68,0,7,220,88,71
2020,333,md,SUM,0,0,0,236,168,68,0,7,229,91,77
2020,333,wt,N,0,0,0,58,12,46,0,3,55,0,12
2020,333,wt,R,0,0,0,645,290,355,0,52,593,68,222
2020,333,wt,SUM,0,0,0,703,301,401,0,54,648,68,234
2020,334,all_deer,N,0,0,0,3,3,0,0,0,3,3,0
2020,334,all_deer,R,0,0,0,47,33,13,0,14,33,14,20
2020,334,all_deer,SUM,0,0,0,50,36,13,0,14,36,17,20
2020,334,md,N,0,0,0,3,3,0,0,0,3,3,0
2020,334,md,R,0,0,0,30,20,10,0,14,16,7,13
2020,334,md,SUM,0,0,0,33,23,10,0,14,19,10,13
2020,334,wt,N,0,0,0,0,0,0,0,0,0,0,0
2020,334,wt,R,0,0,0,17,14,3,0,0,17,7,7
2020,334,wt,SUM,0,0,0,17,14,3,0,0,17,7,7
2020,335,all_deer,N,0,0,0,6,6,0,0,0,6,0,6
2020,335,all_deer,R,0,0,0,193,147,46,0,3,190,105,42
2020,335,all_deer,SUM,0,0,0,199,153,46,0,3,195,105,48
2020,335,md,N,0,0,0,6,6,0,0,0,6,0,6
2020,335,md,R,0,0,0,157,137,19,0,0,157,102,36
2020,335,md,SUM,0,0,0,162,143,19,0,0,162,102,41
2020,335,wt,N,0,0,0,0,0,0,0,0,0,0,0
2020,335,wt,R,0,0,0,37,10,26,0,3,33,3,7
2020,335,wt,SUM,0,0,0,37,10,26,0,3,33,3,7
2020,339,all_deer,N,0,0,0,16,15,1,0,0,16,3,12
2020,339,all_deer,R,0,0,0,135,103,32,0,10,125,64,39
2020,339,all_deer,SUM,0,0,0,151,118,33,0,10,141,67,51
2020,339,md,N,0,0,0,13,12,1,0,0,13,3,9
2020,339,md,R,0,0,0,106,93,12,0,3,102,61,32
2020,339,md,SUM,0,0,0,118,105,13,0,3,115,64,41
2020,339,wt,N,0,0,0,3,3,0,0,0,3,0,3
2020,339,wt,R,0,0,0,30,10,20,0,7,23,3,7
2020,339,wt,SUM,0,0,0,33,13,20,0,7,26,3,10
2020,340,all_deer,N,0,0,0,126,61,65,0,0,126,18,44
2020,340,all_deer,R,0,0,0,913,448,462,3,60,852,176,271
2020,340,all_deer,SUM,0,0,0,1039,509,527,3,60,979,194,315
2020,340,md,N,0,0,0,23,18,6,0,0,23,12,6
2020,340,md,R,0,0,0,379,227,149,3,29,351,139,88
2020,340,md,SUM,0,0,0,403,245,155,3,29,374,151,94
2020,340,wt,N,0,0,0,103,44,59,0,0,103,6,38
2020,340,wt,R,0,0,0,534,220,313,0,32,502,37,183
2020,340,wt,SUM,0,0,0,636,264,372,0,32,605,43,221
2020,341,all_deer,N,0,0,0,9,6,3,0,0,9,0,6
2020,341,all_deer,R,0,0,0,141,87,54,0,3,138,57,31
2020,341,all_deer,SUM,0,0,0,150,93,57,0,3,147,57,36
2020,341,md,N,0,0,0,9,6,3,0,0,9,0,6
2020,341,md,R,0,0,0,105,77,28,0,3,102,50,27
2020,341,md,SUM,0,0,0,114,83,31,0,3,111,50,33
2020,341,wt,N,0,0,0,0,0,0,0,0,0,0,0
2020,341,wt,R,0,0,0,36,10,26,0,0,36,7,3
2020,341,wt,SUM,0,0,0,36,10,26,0,0,36,7,3
2020,343,all_deer,N,0,0,0,6,6,0,0,0,6,6,0
2020,343,all_deer,R,0,0,0,190,149,37,3,14,176,102,48
2020,343,all_deer,SUM,0,0,0,195,155,37,3,14,182,108,48
2020,343,md,N,0,0,0,3,3,0,0,0,3,3,0
2020,343,md,R,0,0,0,126,122,0,3,14,112,85,37
2020,343,md,SUM,0,0,0,128,125,0,3,14,115,88,37
2020,343,wt,N,0,0,0,3,3,0,0,0,3,3,0
2020,343,wt,R,0,0,0,64,27,37,0,0,64,17,10
2020,343,wt,SUM,0,0,0,67,30,37,0,0,67,20,10
2020,350,all_deer,N,0,0,0,9,9,0,0,0,9,6,3
2020,350,all_deer,R,0,0,0,76,57,19,0,0,76,41,17
2020,350,all_deer,SUM,0,0,0,85,66,19,0,0,85,46,20
2020,350,md,N,0,0,0,9,9,0,0,0,9,6,3
2020,350,md,R,0,0,0,66,57,9,0,0,66,41,17
2020,350,md,SUM,0,0,0,75,66,9,0,0,75,46,20
2020,350,wt,N,0,0,0,0,0,0,0,0,0,0,0
2020,350,wt,R,0,0,0,10,0,10,0,0,10,0,0
2020,350,wt,SUM,0,0,0,10,0,10,0,0,10,0,0
2020,360,all_deer,N,0,0,0,92,74,18,0,9,83,32,42
2020,360,all_deer,R,0,0,0,274,173,98,3,16,258,71,102
2020,360,all_deer,SUM,0,0,0,366,246,117,3,25,341,103,143
2020,360,md,N,0,0,0,44,44,0,0,3,42,20,24
2020,360,md,R,0,0,0,102,95,7,0,3,98,47,48
2020,360,md,SUM,0,0,0,146,139,7,0,6,140,68,72
2020,360,wt,N,0,0,0,48,29,18,0,6,41,12,18
2020,360,wt,R,0,0,0,173,78,92,3,13,160,24,54
2020,360,wt,SUM,0,0,0,220,107,110,3,19,201,35,72
2020,361,all_deer,N,0,0,0,12,6,6,0,6,6,0,6
2020,361,all_deer,R,0,0,0,14,10,3,0,0,14,7,3
2020,361,all_deer,SUM,0,0,0,25,16,9,0,6,19,7,9
2020,361,md,N,0,0,0,12,6,6,0,6,6,0,6
2020,361,md,R,0,0,0,3,3,0,0,0,3,3,0
2020,361,md,SUM,0,0,0,15,9,6,0,6,9,3,6
2020,361,wt,N,0,0,0,0,0,0,0,0,0,0,0
2020,361,wt,R,0,0,0,10,7,3,0,0,10,3,3
2020,361,wt,SUM,0,0,0,10,7,3,0,0,10,3,3
2020,362,all_deer,N,0,0,0,15,15,0,0,3,12,12,3
2020,362,all_deer,R,0,0,0,20,14,7,0,3,17,7,7
2020,362,all_deer,SUM,0,0,0,35,28,7,0,6,28,19,10
2020,362,md,N,0,0,0,12,12,0,0,3,9,12,0
2020,362,md,R,0,0,0,17,14,3,0,3,14,7,7
2020,362,md,SUM,0,0,0,29,25,3,0,6,22,19,7
2020,362,wt,N,0,0,0,3,3,0,0,0,3,0,3
2020,362,wt,R,0,0,0,3,0,3,0,0,3,0,0
2020,362,wt,SUM,0,0,0,6,3,3,0,0,6,0,3
2020,370,all_deer,N,0,0,0,5,5,0,0,0,5,0,5
2020,370,all_deer,R,0,0,0,47,34,13,0,3,44,14,20
2020,370,all_deer,SUM,0,0,0,52,39,13,0,3,49,14,25
2020,370,md,N,0,0,0,3,3,0,0,0,3,0,3
2020,370,md,R,0,0,0,24,17,7,0,0,24,7,10
2020,370,md,SUM,0,0,0,27,20,7,0,0,27,7,13
2020,370,wt,N,0,0,0,2,2,0,0,0,2,0,2
2020,370,wt,R,0,0,0,23,17,6,0,3,20,7,10
2020,370,wt,SUM,0,0,0,25,19,6,0,3,22,7,12
2020,380,all_deer,N,0,0,0,84,42,42,0,3,81,25,17
2020,380,all_deer,R,0,0,0,827,482,335,10,44,784,205,271
2020,380,all_deer,SUM,0,0,0,911,525,377,10,47,865,230,288
2020,380,md,N,0,0,0,32,29,4,0,0,32,20,9
2020,380,md,R,0,0,0,369,273,92,5,9,361,145,128
2020,380,md,SUM,0,0,0,402,301,96,5,9,393,165,136
2020,380,wt,N,0,0,0,52,14,38,0,3,49,5,9
2020,380,wt,R,0,0,0,458,210,243,6,35,423,60,143
2020,380,wt,SUM,0,0,0,510,223,281,6,38,472,65,152
2020,388,all_deer,N,0,0,0,17,3,14,0,3,14,0,3
2020,388,all_deer,R,0,0,0,311,190,121,0,45,266,75,115
2020,388,all_deer,SUM,0,0,0,328,193,135,0,48,280,75,118
2020,388,md,N,0,0,0,4,0,4,0,0,4,0,0
2020,388,md,R,0,0,0,109,78,31,0,12,97,34,44
2020,388,md,SUM,0,0,0,113,78,35,0,12,101,34,44
2020,388,wt,N,0,0,0,13,3,10,0,3,10,0,3
2020,388,wt,R,0,0,0,202,112,90,0,33,169,41,71
2020,388,wt,SUM,0,0,0,215,115,100,0,37,178,41,74
2020,390,all_deer,N,0,0,0,14,12,2,0,0,14,0,12
2020,390,all_deer,R,0,0,0,198,137,61,0,21,176,82,54
2020,390,all_deer,SUM,0,0,0,211,148,63,0,21,190,82,66
2020,390,md,N,0,0,0,11,9,2,0,0,11,0,9
2020,390,md,R,0,0,0,149,127,23,0,18,132,76,51
2020,390,md,SUM,0,0,0,160,135,25,0,18,142,76,60
2020,390,wt,N,0,0,0,3,3,0,0,0,3,0,3
2020,390,wt,R,0,0,0,48,10,38,0,3,45,7,3
2020,390,wt,SUM,0,0,0,51,13,38,0,3,48,7,6
2020,391,all_deer,N,0,0,0,75,56,20,0,6,69,18,38
2020,391,all_deer,R,0,0,0,648,481,164,3,47,601,268,213
2020,391,all_deer,SUM,0,0,0,723,537,184,3,53,670,286,251
2020,391,md,N,0,0,0,56,47,10,0,6,50,18,29
2020,391,md,R,0,0,0,459,374,83,3,35,424,225,148
