License Year, Hunting District,Deer Species,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bucks,Does,Fawns,Bow,Rifle,Less than 4 Points, 4 or More Points
2020,391,md,SUM,0,0,0,515,420,92,3,41,475,243,178
2020,391,wt,N,0,0,0,19,9,10,0,0,19,0,9
2020,391,wt,R,0,0,0,190,108,82,0,13,177,43,64
2020,391,wt,SUM,0,0,0,208,116,92,0,13,196,43,73
2020,392,all_deer,N,0,0,0,35,32,3,0,3,32,12,20
2020,392,all_deer,R,0,0,0,204,150,55,0,24,180,81,68
2020,392,all_deer,SUM,0,0,0,239,181,57,0,27,212,93,89
2020,392,md,N,0,0,0,35,32,3,0,3,32,12,20
2020,392,md,R,0,0,0,162,124,38,0,21,141,68,55
2020,392,md,SUM,0,0,0,196,155,41,0,24,173,80,75
2020,392,wt,N,0,0,0,0,0,0,0,0,0,0,0
2020,392,wt,R,0,0,0,43,26,16,0,3,39,13,13
2020,392,wt,SUM,0,0,0,43,26,16,0,3,39,13,13
2020,393,all_deer,N,0,0,0,73,47,26,0,0,73,6,41
2020,393,all_deer,R,0,0,0,527,377,149,0,19,508,144,227
2020,393,all_deer,SUM,0,0,0,599,424,175,0,19,581,150,268
2020,393,md,N,0,0,0,33,26,6,0,0,33,6,20
2020,393,md,R,0,0,0,321,264,57,0,5,316,119,145
2020,393,md,SUM,0,0,0,354,290,63,0,5,348,125,166
2020,393,wt,N,0,0,0,40,20,20,0,0,40,0,20
2020,393,wt,R,0,0,0,206,113,92,0,13,193,25,81
2020,393,wt,SUM,0,0,0,246,134,112,0,13,233,25,102
2020,3XX,all_deer,N,0,0,0,57,22,35,0,9,48,0,18
2020,3XX,all_deer,R,0,0,0,172,69,100,3,3,169,37,32
2020,3XX,all_deer,SUM,0,0,0,230,91,135,3,12,217,37,50
2020,3XX,md,N,0,0,0,22,9,13,0,6,16,0,9
2020,3XX,md,R,0,0,0,51,41,7,3,3,48,20,20
2020,3XX,md,SUM,0,0,0,73,49,20,3,9,63,20,29
2020,3XX,wt,N,0,0,0,35,13,23,0,3,33,0,9
2020,3XX,wt,R,0,0,0,122,29,93,0,0,122,17,12
2020,3XX,wt,SUM,0,0,0,157,42,115,0,3,154,17,21
2020,400,all_deer,N,0,0,0,119,79,41,0,0,119,12,67
2020,400,all_deer,R,0,0,0,1060,743,305,13,24,1037,202,541
2020,400,all_deer,SUM,0,0,0,1180,822,345,13,24,1156,214,608
2020,400,md,N,0,0,0,70,56,15,0,0,70,12,44
2020,400,md,R,0,0,0,671,524,138,9,14,658,165,359
2020,400,md,SUM,0,0,0,742,580,153,9,14,728,177,403
2020,400,wt,N,0,0,0,49,23,26,0,0,49,0,23
2020,400,wt,R,0,0,0,389,219,167,3,10,379,37,182
2020,400,wt,SUM,0,0,0,438,242,192,3,10,428,37,205
2020,401,all_deer,N,0,0,0,75,56,19,0,3,72,3,53
2020,401,all_deer,R,0,0,0,693,482,211,0,12,681,113,369
2020,401,all_deer,SUM,0,0,0,767,538,230,0,15,753,116,422
2020,401,md,N,0,0,0,40,35,5,0,3,37,3,33
2020,401,md,R,0,0,0,392,293,98,0,9,383,93,200
2020,401,md,SUM,0,0,0,432,329,103,0,11,421,96,233
2020,401,wt,N,0,0,0,34,20,14,0,0,34,0,20
2020,401,wt,R,0,0,0,301,189,112,0,3,298,20,169
2020,401,wt,SUM,0,0,0,336,209,126,0,3,332,20,189
2020,403,all_deer,N,0,0,0,32,22,10,0,0,32,1,21
2020,403,all_deer,R,0,0,0,247,180,67,0,7,240,62,118
2020,403,all_deer,SUM,0,0,0,279,202,77,0,7,272,64,139
2020,403,md,N,0,0,0,21,19,2,0,0,21,1,18
2020,403,md,R,0,0,0,151,107,44,0,0,151,51,57
2020,403,md,SUM,0,0,0,172,127,45,0,0,172,52,74
2020,403,wt,N,0,0,0,12,3,9,0,0,12,0,3
2020,403,wt,R,0,0,0,96,73,23,0,7,89,12,61
2020,403,wt,SUM,0,0,0,108,76,32,0,7,101,12,64
2020,404,all_deer,N,0,0,0,121,70,51,0,10,111,12,58
2020,404,all_deer,R,0,0,0,1296,882,405,10,48,1248,255,623
2020,404,all_deer,SUM,0,0,0,1417,952,456,10,58,1359,267,682
2020,404,md,N,0,0,0,47,44,3,0,0,47,12,32
2020,404,md,R,0,0,0,578,488,89,0,0,578,177,308
2020,404,md,SUM,0,0,0,625,532,92,0,0,625,189,340
2020,404,wt,N,0,0,0,75,26,48,0,10,65,0,26
2020,404,wt,R,0,0,0,718,393,315,10,48,670,78,315
2020,404,wt,SUM,0,0,0,793,420,363,10,58,735,78,342
2020,405,all_deer,N,0,0,0,79,44,35,0,0,79,20,23
2020,405,all_deer,R,0,0,0,777,500,274,3,16,761,203,297
2020,405,all_deer,SUM,0,0,0,855,544,308,3,16,839,223,321
2020,405,md,N,0,0,0,53,35,18,0,0,53,18,18
2020,405,md,R,0,0,0,607,385,219,3,16,591,179,206
2020,405,md,SUM,0,0,0,660,420,237,3,16,644,197,223
2020,405,wt,N,0,0,0,26,9,17,0,0,26,3,6
2020,405,wt,R,0,0,0,170,115,54,0,0,170,24,92
2020,405,wt,SUM,0,0,0,196,124,71,0,0,196,27,97
2020,406,all_deer,N,0,0,0,63,35,28,0,0,63,3,32
2020,406,all_deer,R,0,0,0,518,286,225,7,3,515,105,181
2020,406,all_deer,SUM,0,0,0,581,321,253,7,3,578,108,213
2020,406,md,N,0,0,0,26,20,6,0,0,26,3,18
2020,406,md,R,0,0,0,231,144,80,7,0,231,61,83
2020,406,md,SUM,0,0,0,258,165,86,7,0,258,64,101
2020,406,wt,N,0,0,0,37,15,22,0,0,37,0,15
2020,406,wt,R,0,0,0,287,142,146,0,3,284,44,98
2020,406,wt,SUM,0,0,0,324,156,168,0,3,320,44,112
2020,410,all_deer,N,0,0,0,356,310,46,0,12,344,108,202
2020,410,all_deer,R,0,0,0,615,513,99,3,24,592,186,327
2020,410,all_deer,SUM,0,0,0,971,823,145,3,36,936,295,528
2020,410,md,N,0,0,0,293,275,19,0,6,288,102,172
2020,410,md,R,0,0,0,502,439,63,0,20,482,166,273
2020,410,md,SUM,0,0,0,795,714,82,0,26,769,268,445
2020,410,wt,N,0,0,0,62,35,27,0,6,56,6,29
2020,410,wt,R,0,0,0,113,74,36,3,4,110,20,54
2020,410,wt,SUM,0,0,0,176,109,63,3,9,166,26,83
2020,411,all_deer,N,0,0,0,311,219,91,0,20,290,38,181
2020,411,all_deer,R,0,0,0,1450,1010,434,5,56,1393,219,791
2020,411,all_deer,SUM,0,0,0,1760,1229,526,5,77,1683,257,972
2020,411,md,N,0,0,0,172,161,11,0,3,169,29,131
2020,411,md,R,0,0,0,535,455,78,2,14,522,128,328
2020,411,md,SUM,0,0,0,707,616,89,2,17,691,157,459
2020,411,wt,N,0,0,0,139,58,80,0,17,121,9,50
2020,411,wt,R,0,0,0,914,555,356,3,43,871,92,463
2020,411,wt,SUM,0,0,0,1053,613,436,3,60,992,100,513
2020,412,all_deer,N,0,0,0,332,219,113,0,6,326,38,181
2020,412,all_deer,R,0,0,0,683,481,195,7,20,663,132,349
2020,412,all_deer,SUM,0,0,0,1015,700,308,7,26,989,170,530
2020,412,md,N,0,0,0,188,175,13,0,0,188,32,143
2020,412,md,R,0,0,0,332,275,57,0,17,315,85,190
2020,412,md,SUM,0,0,0,520,450,70,0,17,503,117,333
2020,412,wt,N,0,0,0,143,44,100,0,6,138,6,38
2020,412,wt,R,0,0,0,351,207,138,7,3,348,48,159
2020,412,wt,SUM,0,0,0,495,250,238,7,9,486,53,197
2020,413,all_deer,N,0,0,0,87,59,28,0,9,78,12,47
2020,413,all_deer,R,0,0,0,1102,665,424,13,60,1041,203,461
2020,413,all_deer,SUM,0,0,0,1189,723,452,13,69,1120,215,508
2020,413,md,N,0,0,0,41,41,0,0,3,38,12,29
2020,413,md,R,0,0,0,529,373,149,7,0,529,166,207
2020,413,md,SUM,0,0,0,570,414,149,7,3,567,178,236
2020,413,wt,N,0,0,0,46,18,28,0,6,40,0,18
2020,413,wt,R,0,0,0,573,292,275,7,60,513,37,254
2020,413,wt,SUM,0,0,0,619,310,303,7,66,553,37,272
2020,415,all_deer,N,0,0,0,0,0,0,0,0,0,0,0
2020,415,all_deer,R,0,0,0,27,24,3,0,0,27,10,14
2020,415,all_deer,SUM,0,0,0,27,24,3,0,0,27,10,14
2020,415,md,N,0,0,0,0,0,0,0,0,0,0,0
2020,415,md,R,0,0,0,10,7,3,0,0,10,7,0
2020,415,md,SUM,0,0,0,10,7,3,0,0,10,7,0
2020,415,wt,N,0,0,0,0,0,0,0,0,0,0,0
2020,415,wt,R,0,0,0,17,17,0,0,0,17,3,14
2020,415,wt,SUM,0,0,0,17,17,0,0,0,17,3,14
2020,416,all_deer,N,0,0,0,84,67,17,0,6,79,23,44
2020,416,all_deer,R,0,0,0,193,146,47,0,7,186,44,102
2020,416,all_deer,SUM,0,0,0,277,213,64,0,13,265,67,146
2020,416,md,N,0,0,0,44,44,0,0,6,38,18,26
2020,416,md,R,0,0,0,78,75,3,0,3,75,27,48
2020,416,md,SUM,0,0,0,122,118,3,0,9,113,45,74
2020,416,wt,N,0,0,0,41,23,17,0,0,41,6,18
2020,416,wt,R,0,0,0,115,71,44,0,3,111,17,54
2020,416,wt,SUM,0,0,0,155,95,61,0,3,152,23,72
2020,417,all_deer,N,0,0,0,194,172,21,0,3,191,35,137
2020,417,all_deer,R,0,0,0,354,271,79,3,10,344,58,214
2020,417,all_deer,SUM,0,0,0,547,444,100,3,13,534,93,351
2020,417,md,N,0,0,0,185,164,21,0,3,182,32,131
2020,417,md,R,0,0,0,286,227,59,0,7,280,51,176
2020,417,md,SUM,0,0,0,471,391,80,0,10,461,83,308
2020,417,wt,N,0,0,0,9,9,0,0,0,9,3,6
2020,417,wt,R,0,0,0,67,44,20,3,3,64,7,37
2020,417,wt,SUM,0,0,0,76,53,20,3,3,73,10,43
2020,418,all_deer,N,0,0,0,70,64,6,0,3,67,12,53
2020,418,all_deer,R,0,0,0,205,175,30,0,0,205,58,117
2020,418,all_deer,SUM,0,0,0,275,239,36,0,3,272,69,170
2020,418,md,N,0,0,0,44,44,0,0,3,41,12,32
2020,418,md,R,0,0,0,75,75,0,0,0,75,41,34
2020,418,md,SUM,0,0,0,118,118,0,0,3,116,52,66
2020,418,wt,N,0,0,0,26,20,6,0,0,26,0,20
2020,418,wt,R,0,0,0,130,100,30,0,0,130,17,83
2020,418,wt,SUM,0,0,0,157,121,36,0,0,157,17,104
2020,419,all_deer,N,0,0,0,71,56,16,0,0,71,9,47
2020,419,all_deer,R,0,0,0,371,271,91,9,3,368,71,200
2020,419,all_deer,SUM,0,0,0,442,327,107,9,3,439,80,247
2020,419,md,N,0,0,0,62,56,7,0,0,62,9,47
2020,419,md,R,0,0,0,260,200,58,2,3,257,64,136
2020,419,md,SUM,0,0,0,322,256,65,2,3,319,73,182
2020,419,wt,N,0,0,0,9,0,9,0,0,9,0,0
2020,419,wt,R,0,0,0,111,71,33,7,0,111,7,64
2020,419,wt,SUM,0,0,0,120,71,42,7,0,120,7,64
2020,420,all_deer,N,0,0,0,23,23,0,0,0,23,15,9
2020,420,all_deer,R,0,0,0,81,51,30,0,0,81,17,34
2020,420,all_deer,SUM,0,0,0,104,74,30,0,0,104,32,43
2020,420,md,N,0,0,0,23,23,0,0,0,23,15,9
2020,420,md,R,0,0,0,20,20,0,0,0,20,7,14
2020,420,md,SUM,0,0,0,44,44,0,0,0,44,21,22
2020,420,wt,N,0,0,0,0,0,0,0,0,0,0,0
2020,420,wt,R,0,0,0,61,31,30,0,0,61,10,20
2020,420,wt,SUM,0,0,0,61,31,30,0,0,61,10,20
2020,421,all_deer,N,0,0,0,50,44,6,0,9,41,6,38
2020,421,all_deer,R,0,0,0,362,268,90,3,7,355,85,183
2020,421,all_deer,SUM,0,0,0,411,312,96,3,16,396,91,221
2020,421,md,N,0,0,0,26,26,0,0,6,20,0,26
2020,421,md,R,0,0,0,186,153,34,0,7,180,64,88
2020,421,md,SUM,0,0,0,213,179,34,0,13,200,64,114
2020,421,wt,N,0,0,0,23,18,6,0,3,20,6,12
2020,421,wt,R,0,0,0,175,115,57,3,0,175,20,95
2020,421,wt,SUM,0,0,0,198,133,62,3,3,195,26,107
2020,422,all_deer,N,0,0,0,41,32,9,0,0,41,3,29
2020,422,all_deer,R,0,0,0,200,127,69,3,5,195,44,83
2020,422,all_deer,SUM,0,0,0,241,159,78,3,5,236,47,112
2020,422,md,N,0,0,0,9,9,0,0,0,9,3,6
2020,422,md,R,0,0,0,64,58,3,3,0,64,17,41
2020,422,md,SUM,0,0,0,73,66,3,3,0,73,20,47
2020,422,wt,N,0,0,0,32,23,9,0,0,32,0,23
2020,422,wt,R,0,0,0,136,70,66,0,5,131,27,42
2020,422,wt,SUM,0,0,0,167,93,75,0,5,163,27,66
2020,423,all_deer,N,0,0,0,18,15,3,0,3,15,3,12
2020,423,all_deer,R,0,0,0,274,162,109,3,24,251,61,101
2020,423,all_deer,SUM,0,0,0,292,177,112,3,26,265,64,113
2020,423,md,N,0,0,0,12,9,3,0,0,12,3,6
2020,423,md,R,0,0,0,134,98,33,3,7,128,41,58
2020,423,md,SUM,0,0,0,146,107,36,3,7,139,44,64
2020,423,wt,N,0,0,0,6,6,0,0,3,3,0,6
2020,423,wt,R,0,0,0,140,64,76,0,17,123,21,43
2020,423,wt,SUM,0,0,0,146,70,76,0,20,126,21,49
2020,424,all_deer,N,0,0,0,3,0,3,0,0,3,0,0
2020,424,all_deer,R,0,0,0,18,10,8,0,0,18,3,7
2020,424,all_deer,SUM,0,0,0,21,10,11,0,0,21,3,7
2020,424,md,N,0,0,0,0,0,0,0,0,0,0,0
2020,424,md,R,0,0,0,7,7,0,0,0,7,3,3
2020,424,md,SUM,0,0,0,7,7,0,0,0,7,3,3
2020,424,wt,N,0,0,0,3,0,3,0,0,3,0,0
2020,424,wt,R,0,0,0,11,3,8,0,0,11,0,3
2020,424,wt,SUM,0,0,0,14,3,11,0,0,14,0,3
2020,425,all_deer,N,0,0,0,58,44,14,0,6,52,9,35
2020,425,all_deer,R,0,0,0,266,183,83,0,0,266,75,109
2020,425,all_deer,SUM,0,0,0,324,227,97,0,6,318,83,144
2020,425,md,N,0,0,0,23,20,3,0,3,20,9,12
2020,425,md,R,0,0,0,81,78,3,0,0,81,48,31
2020,425,md,SUM,0,0,0,105,98,6,0,3,102,56,42
2020,425,wt,N,0,0,0,35,23,11,0,3,32,0,23
2020,425,wt,R,0,0,0,184,105,79,0,0,184,27,78
2020,425,wt,SUM,0,0,0,219,129,91,0,3,216,27,101
2020,426,all_deer,N,0,0,0,158,137,20,0,0,158,23,114
2020,426,all_deer,R,0,0,0,651,539,108,3,20,630,119,421
2020,426,all_deer,SUM,0,0,0,808,677,128,3,20,788,142,535
2020,426,md,N,0,0,0,140,134,6,0,0,140,23,111
2020,426,md,R,0,0,0,580,509,71,0,20,560,112,397
2020,426,md,SUM,0,0,0,720,643,77,0,20,700,135,508
2020,426,wt,N,0,0,0,17,3,14,0,0,17,0,3
2020,426,wt,R,0,0,0,71,31,37,3,0,71,7,24
2020,426,wt,SUM,0,0,0,88,33,51,3,0,88,7,27
2020,432,all_deer,N,0,0,0,32,29,3,0,0,32,6,23
2020,432,all_deer,R,0,0,0,318,241,74,3,10,308,85,156
2020,432,all_deer,SUM,0,0,0,350,270,77,3,10,340,91,179
2020,432,md,N,0,0,0,26,26,0,0,0,26,6,20
2020,432,md,R,0,0,0,227,193,31,3,0,227,71,122
2020,432,md,SUM,0,0,0,254,220,31,3,0,254,77,143
2020,432,wt,N,0,0,0,6,3,3,0,0,6,0,3
2020,432,wt,R,0,0,0,91,48,43,0,10,81,14,34
2020,432,wt,SUM,0,0,0,97,50,46,0,10,87,14,37
2020,441,all_deer,N,0,0,0,24,21,3,0,0,24,3,19
2020,441,all_deer,R,0,0,0,223,135,88,0,0,223,32,103
2020,441,all_deer,SUM,0,0,0,247,157,91,0,0,247,35,121
2020,441,md,N,0,0,0,13,13,0,0,0,13,0,13
2020,441,md,R,0,0,0,70,56,14,0,0,70,12,44
2020,441,md,SUM,0,0,0,83,69,14,0,0,83,12,57
2020,441,wt,N,0,0,0,12,9,3,0,0,12,3,6
2020,441,wt,R,0,0,0,153,79,74,0,0,153,20,59
2020,441,wt,SUM,0,0,0,164,88,76,0,0,164,23,65
2020,442,all_deer,N,0,0,0,17,12,6,0,0,17,0,12
2020,442,all_deer,R,0,0,0,131,91,40,0,0,131,31,61
2020,442,all_deer,SUM,0,0,0,149,103,46,0,0,149,31,73
2020,442,md,N,0,0,0,6,6,0,0,0,6,0,6
2020,442,md,R,0,0,0,48,44,3,0,0,48,17,27
2020,442,md,SUM,0,0,0,53,50,3,0,0,53,17,33
2020,442,wt,N,0,0,0,12,6,6,0,0,12,0,6
2020,442,wt,R,0,0,0,84,47,37,0,0,84,14,34
2020,442,wt,SUM,0,0,0,96,53,42,0,0,96,14,40
2020,444,all_deer,N,0,0,0,87,44,43,0,14,72,18,26
2020,444,all_deer,R,0,0,0,596,332,257,7,45,551,95,237
2020,444,all_deer,SUM,0,0,0,682,376,300,7,59,623,112,263
2020,444,md,N,0,0,0,29,29,0,0,0,29,12,18
2020,444,md,R,0,0,0,142,132,10,0,3,139,48,84
2020,444,md,SUM,0,0,0,171,161,10,0,3,168,59,102
2020,444,wt,N,0,0,0,57,15,43,0,14,43,6,9
2020,444,wt,R,0,0,0,454,200,247,7,42,412,48,153
2020,444,wt,SUM,0,0,0,511,215,290,7,56,455,53,161
2020,445,all_deer,N,0,0,0,124,58,64,2,0,124,12,47
2020,445,all_deer,R,0,0,0,704,332,365,7,7,697,71,254
2020,445,all_deer,SUM,0,0,0,828,390,429,9,7,822,83,301
2020,445,md,N,0,0,0,38,38,0,0,0,38,9,29
2020,445,md,R,0,0,0,198,129,65,3,0,198,44,85
2020,445,md,SUM,0,0,0,236,167,65,3,0,236,53,114
2020,445,wt,N,0,0,0,87,20,64,2,0,87,3,18
2020,445,wt,R,0,0,0,506,203,300,3,7,500,27,169
2020,445,wt,SUM,0,0,0,593,223,364,6,7,586,30,187
2020,446,all_deer,N,0,0,0,119,85,34,0,9,110,18,67
2020,446,all_deer,R,0,0,0,303,190,113,0,24,279,68,119
2020,446,all_deer,SUM,0,0,0,422,274,148,0,32,390,85,186
2020,446,md,N,0,0,0,50,50,0,0,9,41,15,35
2020,446,md,R,0,0,0,95,95,0,0,17,78,37,58
2020,446,md,SUM,0,0,0,145,145,0,0,26,119,52,93
2020,446,wt,N,0,0,0,70,35,34,0,0,70,3,32
2020,446,wt,R,0,0,0,208,95,113,0,7,201,31,61
2020,446,wt,SUM,0,0,0,278,130,148,0,7,271,33,93
2020,447,all_deer,N,0,0,0,132,111,21,0,3,129,12,99
2020,447,all_deer,R,0,0,0,964,719,235,10,17,947,207,509
2020,447,all_deer,SUM,0,0,0,1096,830,256,10,20,1076,218,608
2020,447,md,N,0,0,0,86,79,7,0,0,86,12,67
2020,447,md,R,0,0,0,585,495,83,7,7,578,163,329
2020,447,md,SUM,0,0,0,670,574,90,7,7,663,174,396
2020,447,wt,N,0,0,0,46,32,14,0,3,44,0,32
2020,447,wt,R,0,0,0,379,224,152,3,10,369,44,180
2020,447,wt,SUM,0,0,0,426,256,167,3,13,413,44,212
2020,448,all_deer,N,0,0,0,47,38,9,0,6,41,18,20
2020,448,all_deer,R,0,0,0,129,71,58,0,3,126,24,47
2020,448,all_deer,SUM,0,0,0,175,109,66,0,9,166,41,68
2020,448,md,N,0,0,0,38,38,0,0,0,38,18,20
2020,448,md,R,0,0,0,95,54,41,0,0,95,20,34
2020,448,md,SUM,0,0,0,133,92,41,0,0,133,38,54
2020,448,wt,N,0,0,0,9,0,9,0,6,3,0,0
2020,448,wt,R,0,0,0,34,17,17,0,3,30,3,14
2020,448,wt,SUM,0,0,0,42,17,25,0,9,33,3,14
2020,450,all_deer,N,0,0,0,23,12,11,0,3,20,0,12
2020,450,all_deer,R,0,0,0,149,102,47,0,3,145,44,58
2020,450,all_deer,SUM,0,0,0,172,113,58,0,6,166,44,69
2020,450,md,N,0,0,0,9,9,0,0,3,6,0,9
2020,450,md,R,0,0,0,81,58,24,0,0,81,24,34
2020,450,md,SUM,0,0,0,90,66,24,0,3,87,24,43
2020,450,wt,N,0,0,0,14,3,11,0,0,14,0,3
2020,450,wt,R,0,0,0,67,44,23,0,3,64,20,24
2020,450,wt,SUM,0,0,0,82,47,35,0,3,78,20,27
2020,451,all_deer,N,0,0,0,6,6,0,0,3,3,3,3
2020,451,all_deer,R,0,0,0,30,20,10,0,0,30,7,14
2020,451,all_deer,SUM,0,0,0,36,26,10,0,3,33,10,17
2020,451,md,N,0,0,0,3,3,0,0,0,3,0,3
2020,451,md,R,0,0,0,7,7,0,0,0,7,3,3
2020,451,md,SUM,0,0,0,10,10,0,0,0,10,3,6
2020,451,wt,N,0,0,0,3,3,0,0,3,0,3,0
2020,451,wt,R,0,0,0,24,14,10,0,0,24,3,10
2020,451,wt,SUM,0,0,0,27,17,10,0,3,24,6,10
2020,452,all_deer,N,0,0,0,101,67,34,0,3,99,20,47
2020,452,all_deer,R,0,0,0,159,112,44,3,3,155,58,54
2020,452,all_deer,SUM,0,0,0,260,179,78,3,6,254,78,101
2020,452,md,N,0,0,0,47,41,6,0,3,44,15,26
2020,452,md,R,0,0,0,64,64,0,0,3,61,31,34
2020,452,md,SUM,0,0,0,111,105,6,0,6,105,45,60
2020,452,wt,N,0,0,0,55,26,29,0,0,55,6,20
2020,452,wt,R,0,0,0,94,47,44,3,0,94,27,20
2020,452,wt,SUM,0,0,0,149,74,72,3,0,149,33,41
2020,454,all_deer,N,0,0,0,57,54,3,0,9,48,35,19
2020,454,all_deer,R,0,0,0,101,85,17,0,0,101,48,37
2020,454,all_deer,SUM,0,0,0,158,139,20,0,9,149,83,56
2020,454,md,N,0,0,0,51,51,0,0,9,42,32,19
2020,454,md,R,0,0,0,54,51,3,0,0,54,37,14
2020,454,md,SUM,0,0,0,105,102,3,0,9,97,69,33
2020,454,wt,N,0,0,0,6,3,3,0,0,6,3,0
2020,454,wt,R,0,0,0,47,34,13,0,0,47,10,24
2020,454,wt,SUM,0,0,0,53,37,16,0,0,53,13,24
2020,455,all_deer,N,0,0,0,1,1,0,0,0,1,0,1
2020,455,all_deer,R,0,0,0,35,24,10,0,3,31,7,18
2020,455,all_deer,SUM,0,0,0,36,25,10,0,3,32,7,19
2020,455,md,N,0,0,0,0,0,0,0,0,0,0,0
2020,455,md,R,0,0,0,10,10,0,0,0,10,7,3
2020,455,md,SUM,0,0,0,10,10,0,0,0,10,7,3
2020,455,wt,N,0,0,0,1,1,0,0,0,1,0,1
2020,455,wt,R,0,0,0,25,15,10,0,3,21,0,15
2020,455,wt,SUM,0,0,0,26,16,10,0,3,22,0,16
2020,471,all_deer,N,0,0,0,81,73,8,0,3,78,12,61
2020,471,all_deer,R,0,0,0,418,364,53,0,12,406,80,285
2020,471,all_deer,SUM,0,0,0,498,437,61,0,15,484,91,346
2020,471,md,N,0,0,0,78,73,5,0,3,75,12,61
2020,471,md,R,0,0,0,375,341,35,0,12,363,73,268
2020,471,md,SUM,0,0,0,453,414,40,0,15,439,84,329
2020,471,wt,N,0,0,0,3,0,3,0,0,3,0,0
2020,471,wt,R,0,0,0,42,24,18,0,0,42,7,17
2020,471,wt,SUM,0,0,0,45,24,21,0,0,45,7,17
2020,4XX,all_deer,N,0,0,0,41,26,14,0,6,35,3,23
2020,4XX,all_deer,R,0,0,0,128,88,40,0,0,128,24,64
2020,4XX,all_deer,SUM,0,0,0,169,114,55,0,6,163,27,88
2020,4XX,md,N,0,0,0,15,15,0,0,3,12,3,12
2020,4XX,md,R,0,0,0,68,54,14,0,0,68,17,37
2020,4XX,md,SUM,0,0,0,82,69,14,0,3,79,20,49
2020,4XX,wt,N,0,0,0,26,12,14,0,3,23,0,12
2020,4XX,wt,R,0,0,0,61,34,27,0,0,61,7,27
2020,4XX,wt,SUM,0,0,0,87,46,41,0,3,84,7,39
2020,500,all_deer,N,0,0,0,104,81,24,0,3,101,18,63
2020,500,all_deer,R,0,0,0,1074,728,343,3,19,1055,324,404
2020,500,all_deer,SUM,0,0,0,1178,808,367,3,22,1156,342,467
2020,500,md,N,0,0,0,79,61,18,0,0,79,18,44
2020,500,md,R,0,0,0,830,589,238,3,14,816,294,295
2020,500,md,SUM,0,0,0,909,650,255,3,14,895,311,339
2020,500,wt,N,0,0,0,25,19,6,0,3,22,0,19
2020,500,wt,R,0,0,0,244,139,106,0,6,239,30,109
2020,500,wt,SUM,0,0,0,270,158,112,0,9,261,30,128
2020,502,all_deer,N,0,0,0,48,35,13,0,6,43,9,26
2020,502,all_deer,R,0,0,0,825,522,303,0,57,767,227,295
2020,502,all_deer,SUM,0,0,0,873,557,316,0,63,810,236,321
2020,502,md,N,0,0,0,29,26,3,0,6,23,9,18
2020,502,md,R,0,0,0,569,390,179,0,12,557,200,190
2020,502,md,SUM,0,0,0,599,416,182,0,18,580,209,207
2020,502,wt,N,0,0,0,19,9,10,0,0,19,0,9
2020,502,wt,R,0,0,0,255,132,123,0,45,211,27,105
2020,502,wt,SUM,0,0,0,274,141,133,0,45,230,27,114
2020,510,all_deer,N,0,0,0,16,12,4,0,0,16,6,6
2020,510,all_deer,R,0,0,0,178,119,52,7,0,178,41,78
2020,510,all_deer,SUM,0,0,0,193,130,56,7,0,193,47,84
2020,510,md,N,0,0,0,13,9,4,0,0,13,3,6
2020,510,md,R,0,0,0,141,98,37,7,0,141,34,64
2020,510,md,SUM,0,0,0,154,107,41,7,0,154,37,70
2020,510,wt,N,0,0,0,3,3,0,0,0,3,3,0
2020,510,wt,R,0,0,0,36,20,16,0,0,36,7,14
2020,510,wt,SUM,0,0,0,39,23,16,0,0,39,10,14
2020,511,all_deer,N,0,0,0,70,44,26,0,0,70,18,26
2020,511,all_deer,R,0,0,0,267,217,50,0,7,260,108,109
2020,511,all_deer,SUM,0,0,0,337,261,76,0,7,330,126,135
