License Year, Hunting District,Deer Species,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bucks,Does,Fawns,Bow,Rifle,Less than 4 Points, 4 or More Points
2020,511,md,N,0,0,0,24,23,1,0,0,24,6,18
2020,511,md,R,0,0,0,151,142,9,0,0,151,88,54
2020,511,md,SUM,0,0,0,176,166,10,0,0,176,94,72
2020,511,wt,N,0,0,0,46,20,25,0,0,46,12,9
2020,511,wt,R,0,0,0,115,75,41,0,7,109,20,54
2020,511,wt,SUM,0,0,0,161,95,66,0,7,154,32,63
2020,520,all_deer,N,0,0,0,81,41,41,0,0,81,6,35
2020,520,all_deer,R,0,0,0,676,411,263,3,49,628,139,272
2020,520,all_deer,SUM,0,0,0,758,451,304,3,49,709,145,307
2020,520,md,N,0,0,0,30,20,10,0,0,30,3,18
2020,520,md,R,0,0,0,242,183,59,0,10,232,88,95
2020,520,md,SUM,0,0,0,272,204,69,0,10,262,91,113
2020,520,wt,N,0,0,0,51,20,31,0,0,51,3,18
2020,520,wt,R,0,0,0,435,227,204,3,39,395,51,177
2020,520,wt,SUM,0,0,0,486,248,235,3,39,447,54,194
2020,530,all_deer,N,0,0,0,144,119,24,0,11,133,14,106
2020,530,all_deer,R,0,0,0,761,468,281,12,22,740,142,325
2020,530,all_deer,SUM,0,0,0,905,587,306,12,32,872,156,431
2020,530,md,N,0,0,0,93,78,15,0,8,85,14,64
2020,530,md,R,0,0,0,578,360,217,0,22,556,119,241
2020,530,md,SUM,0,0,0,670,438,232,0,30,641,133,306
2020,530,wt,N,0,0,0,51,41,10,0,3,48,0,41
2020,530,wt,R,0,0,0,184,107,64,12,0,184,24,84
2020,530,wt,SUM,0,0,0,234,149,74,12,3,232,24,125
2020,540,all_deer,N,0,0,0,47,47,0,0,3,44,15,32
2020,540,all_deer,R,0,0,0,233,156,77,0,0,233,64,88
2020,540,all_deer,SUM,0,0,0,280,203,77,0,3,277,79,120
2020,540,md,N,0,0,0,32,32,0,0,3,29,15,18
2020,540,md,R,0,0,0,138,109,29,0,0,138,58,48
2020,540,md,SUM,0,0,0,170,141,29,0,3,167,72,65
2020,540,wt,N,0,0,0,15,15,0,0,0,15,0,15
2020,540,wt,R,0,0,0,95,48,48,0,0,95,7,41
2020,540,wt,SUM,0,0,0,110,62,48,0,0,110,7,55
2020,560,all_deer,N,0,0,0,102,70,32,0,3,100,6,64
2020,560,all_deer,R,0,0,0,682,445,236,0,31,651,156,290
2020,560,all_deer,SUM,0,0,0,784,516,269,0,34,750,162,354
2020,560,md,N,0,0,0,44,44,0,0,3,41,3,41
2020,560,md,R,0,0,0,278,237,40,0,7,271,112,126
2020,560,md,SUM,0,0,0,321,281,40,0,10,312,115,166
2020,560,wt,N,0,0,0,59,26,32,0,0,59,3,23
2020,560,wt,R,0,0,0,404,208,196,0,24,380,44,164
2020,560,wt,SUM,0,0,0,463,234,228,0,24,439,47,187
2020,570,all_deer,N,0,0,0,147,117,30,0,12,135,23,94
2020,570,all_deer,R,0,0,0,700,481,208,10,17,683,129,353
2020,570,all_deer,SUM,0,0,0,846,598,238,10,29,818,152,446
2020,570,md,N,0,0,0,85,82,3,0,9,76,20,61
2020,570,md,R,0,0,0,331,268,57,7,3,328,85,183
2020,570,md,SUM,0,0,0,416,350,60,7,12,404,105,244
2020,570,wt,N,0,0,0,62,35,27,0,3,59,3,32
2020,570,wt,R,0,0,0,368,213,152,3,14,355,44,170
2020,570,wt,SUM,0,0,0,430,249,179,3,17,414,47,202
2020,575,all_deer,N,0,0,0,58,44,14,0,3,55,15,29
2020,575,all_deer,R,0,0,0,1258,715,542,0,72,1185,281,434
2020,575,all_deer,SUM,0,0,0,1316,759,557,0,75,1241,296,463
2020,575,md,N,0,0,0,49,35,14,0,0,49,15,20
2020,575,md,R,0,0,0,690,451,239,0,14,676,234,217
2020,575,md,SUM,0,0,0,739,486,253,0,14,725,249,237
2020,575,wt,N,0,0,0,9,9,0,0,3,6,0,9
2020,575,wt,R,0,0,0,568,265,304,0,58,510,48,217
2020,575,wt,SUM,0,0,0,577,273,304,0,61,516,48,226
2020,580,all_deer,N,0,0,0,244,161,83,0,6,238,35,126
2020,580,all_deer,R,0,0,0,687,348,336,3,6,681,92,256
2020,580,all_deer,SUM,0,0,0,931,508,419,3,11,919,127,382
2020,580,md,N,0,0,0,79,79,0,0,0,79,20,58
2020,580,md,R,0,0,0,145,112,34,0,2,143,44,68
2020,580,md,SUM,0,0,0,224,190,34,0,2,222,65,126
2020,580,wt,N,0,0,0,165,82,83,0,6,159,15,67
2020,580,wt,R,0,0,0,542,236,302,3,3,538,48,188
2020,580,wt,SUM,0,0,0,707,318,386,3,9,698,62,256
2020,590,all_deer,N,0,0,0,239,167,72,0,19,220,29,138
2020,590,all_deer,R,0,0,0,2203,1430,732,41,180,2022,420,1009
2020,590,all_deer,SUM,0,0,0,2442,1597,804,41,200,2242,450,1147
2020,590,md,N,0,0,0,134,114,19,0,12,122,26,88
2020,590,md,R,0,0,0,1367,1021,330,17,34,1333,346,675
2020,590,md,SUM,0,0,0,1501,1135,349,17,46,1455,372,763
2020,590,wt,N,0,0,0,106,53,53,0,8,98,3,50
2020,590,wt,R,0,0,0,835,409,402,24,146,689,75,334
2020,590,wt,SUM,0,0,0,941,462,455,24,154,787,78,384
2020,5XX,all_deer,N,0,0,0,25,12,13,0,0,25,0,12
2020,5XX,all_deer,R,0,0,0,73,31,42,0,12,60,10,20
2020,5XX,all_deer,SUM,0,0,0,97,42,55,0,12,85,10,32
2020,5XX,md,N,0,0,0,12,12,0,0,0,12,0,12
2020,5XX,md,R,0,0,0,24,24,0,0,0,24,10,14
2020,5XX,md,SUM,0,0,0,35,35,0,0,0,35,10,25
2020,5XX,wt,N,0,0,0,13,0,13,0,0,13,0,0
2020,5XX,wt,R,0,0,0,49,7,42,0,12,37,0,7
2020,5XX,wt,SUM,0,0,0,62,7,55,0,12,50,0,7
2020,600,all_deer,N,0,0,0,395,259,131,6,0,395,47,212
2020,600,all_deer,R,0,0,0,1508,968,530,10,24,1484,224,741
2020,600,all_deer,SUM,0,0,0,1902,1227,660,16,24,1879,271,953
2020,600,md,N,0,0,0,298,202,91,6,0,298,47,155
2020,600,md,R,0,0,0,983,673,307,3,3,980,190,483
2020,600,md,SUM,0,0,0,1281,874,397,9,3,1277,237,638
2020,600,wt,N,0,0,0,97,57,40,0,0,97,0,57
2020,600,wt,R,0,0,0,525,295,223,7,21,504,34,258
2020,600,wt,SUM,0,0,0,622,352,263,7,21,601,34,315
2020,620,all_deer,N,0,0,0,470,300,166,3,6,463,82,219
2020,620,all_deer,R,0,0,0,745,488,257,0,14,731,102,387
2020,620,all_deer,SUM,0,0,0,1215,789,423,3,21,1194,184,605
2020,620,md,N,0,0,0,396,277,116,3,3,393,79,198
2020,620,md,R,0,0,0,642,417,225,0,14,628,95,322
2020,620,md,SUM,0,0,0,1038,694,341,3,17,1020,174,520
2020,620,wt,N,0,0,0,74,23,50,0,3,71,3,20
2020,620,wt,R,0,0,0,103,71,32,0,0,103,7,64
2020,620,wt,SUM,0,0,0,177,95,83,0,3,174,10,85
2020,621,all_deer,N,0,0,0,205,161,44,0,3,202,50,111
2020,621,all_deer,R,0,0,0,324,261,63,0,7,317,85,176
2020,621,all_deer,SUM,0,0,0,529,422,107,0,10,519,134,287
2020,621,md,N,0,0,0,183,155,28,0,3,180,50,105
2020,621,md,R,0,0,0,300,237,63,0,3,297,85,153
2020,621,md,SUM,0,0,0,483,392,91,0,6,477,134,258
2020,621,wt,N,0,0,0,22,6,16,0,0,22,0,6
2020,621,wt,R,0,0,0,24,24,0,0,3,20,0,24
2020,621,wt,SUM,0,0,0,46,30,16,0,3,43,0,30
2020,622,all_deer,N,0,0,0,76,70,6,0,0,76,9,61
2020,622,all_deer,R,0,0,0,202,180,19,3,3,199,48,132
2020,622,all_deer,SUM,0,0,0,279,250,26,3,3,275,56,194
2020,622,md,N,0,0,0,73,67,6,0,0,73,9,58
2020,622,md,R,0,0,0,189,176,13,0,3,185,48,129
2020,622,md,SUM,0,0,0,262,244,19,0,3,259,56,187
2020,622,wt,N,0,0,0,3,3,0,0,0,3,0,3
2020,622,wt,R,0,0,0,14,3,7,3,0,14,0,3
2020,622,wt,SUM,0,0,0,17,6,7,3,0,17,0,6
2020,630,all_deer,N,0,0,0,600,390,210,0,10,590,83,304
2020,630,all_deer,R,0,0,0,891,509,333,49,76,815,88,421
2020,630,all_deer,SUM,0,0,0,1491,898,544,49,86,1405,171,725
2020,630,md,N,0,0,0,483,352,132,0,7,477,83,266
2020,630,md,R,0,0,0,464,346,118,0,0,464,58,288
2020,630,md,SUM,0,0,0,947,697,250,0,7,940,140,554
2020,630,wt,N,0,0,0,116,38,78,0,3,113,0,38
2020,630,wt,R,0,0,0,428,163,216,49,76,352,31,133
2020,630,wt,SUM,0,0,0,544,201,294,49,79,465,31,171
2020,631,all_deer,N,0,0,0,54,35,19,0,0,54,9,26
2020,631,all_deer,R,0,0,0,95,71,24,0,7,88,14,58
2020,631,all_deer,SUM,0,0,0,148,106,42,0,7,142,22,84
2020,631,md,N,0,0,0,47,32,15,0,0,47,6,26
2020,631,md,R,0,0,0,91,71,20,0,7,85,14,58
2020,631,md,SUM,0,0,0,139,103,35,0,7,132,19,84
2020,631,wt,N,0,0,0,6,3,3,0,0,6,3,0
2020,631,wt,R,0,0,0,3,0,3,0,0,3,0,0
2020,631,wt,SUM,0,0,0,10,3,7,0,0,10,3,0
2020,632,all_deer,N,0,0,0,124,105,19,0,3,121,12,94
2020,632,all_deer,R,0,0,0,135,112,23,0,0,135,27,85
2020,632,all_deer,SUM,0,0,0,259,217,42,0,3,256,39,178
2020,632,md,N,0,0,0,120,105,15,0,3,118,12,94
2020,632,md,R,0,0,0,125,102,23,0,0,125,27,75
2020,632,md,SUM,0,0,0,246,207,39,0,3,243,39,168
2020,632,wt,N,0,0,0,3,0,3,0,0,3,0,0
2020,632,wt,R,0,0,0,10,10,0,0,0,10,0,10
2020,632,wt,SUM,0,0,0,13,10,3,0,0,13,0,10
2020,640,all_deer,N,0,0,0,805,447,355,3,12,794,47,400
2020,640,all_deer,R,0,0,0,1615,1126,489,0,78,1537,163,963
2020,640,all_deer,SUM,0,0,0,2421,1573,844,3,90,2331,210,1363
2020,640,md,N,0,0,0,589,330,259,0,6,583,47,283
2020,640,md,R,0,0,0,1001,708,293,0,26,976,136,573
2020,640,md,SUM,0,0,0,1590,1038,552,0,32,1559,182,856
2020,640,wt,N,0,0,0,217,117,97,3,6,211,0,117
2020,640,wt,R,0,0,0,614,418,196,0,53,561,27,391
2020,640,wt,SUM,0,0,0,830,535,293,3,58,772,27,508
2020,650,all_deer,N,0,0,0,609,430,179,0,6,603,43,387
2020,650,all_deer,R,0,0,0,1705,1158,539,7,87,1618,223,936
2020,650,all_deer,SUM,0,0,0,2314,1588,719,7,93,2221,265,1323
2020,650,md,N,0,0,0,489,354,135,0,3,486,43,311
2020,650,md,R,0,0,0,1253,918,332,3,27,1226,192,726
2020,650,md,SUM,0,0,0,1742,1272,467,3,30,1712,235,1037
2020,650,wt,N,0,0,0,120,76,44,0,3,117,0,76
2020,650,wt,R,0,0,0,452,241,207,4,59,392,31,210
2020,650,wt,SUM,0,0,0,572,317,251,4,62,509,31,286
2020,652,all_deer,N,0,0,0,34,29,5,0,0,34,6,23
2020,652,all_deer,R,0,0,0,164,89,76,0,0,164,17,72
2020,652,all_deer,SUM,0,0,0,198,118,81,0,0,198,22,95
2020,652,md,N,0,0,0,28,23,5,0,0,28,6,17
2020,652,md,R,0,0,0,106,80,27,0,0,106,13,67
2020,652,md,SUM,0,0,0,135,103,32,0,0,135,19,84
2020,652,wt,N,0,0,0,6,6,0,0,0,6,0,6
2020,652,wt,R,0,0,0,58,9,49,0,0,58,3,6
2020,652,wt,SUM,0,0,0,64,15,49,0,0,64,3,11
2020,670,all_deer,N,0,0,0,1246,789,449,8,15,1232,82,707
2020,670,all_deer,R,0,0,0,1696,1024,650,22,63,1634,190,834
2020,670,all_deer,SUM,0,0,0,2943,1812,1100,31,77,2865,272,1540
2020,670,md,N,0,0,0,1078,678,392,8,9,1070,76,602
2020,670,md,R,0,0,0,1168,763,387,19,3,1165,166,596
2020,670,md,SUM,0,0,0,2247,1440,779,27,12,2235,242,1198
2020,670,wt,N,0,0,0,168,111,57,0,6,162,6,105
2020,670,wt,R,0,0,0,528,261,263,3,59,469,24,237
2020,670,wt,SUM,0,0,0,696,372,320,3,65,631,30,343
2020,690,all_deer,N,0,0,0,775,506,270,0,15,761,70,435
2020,690,all_deer,R,0,0,0,2170,1419,702,49,40,2130,293,1127
2020,690,all_deer,SUM,0,0,0,2945,1925,971,49,55,2891,363,1562
2020,690,md,N,0,0,0,542,430,113,0,15,528,67,362
2020,690,md,R,0,0,0,1690,1155,532,3,37,1654,248,907
2020,690,md,SUM,0,0,0,2232,1585,644,3,51,2181,316,1269
2020,690,wt,N,0,0,0,233,76,157,0,0,233,3,73
2020,690,wt,R,0,0,0,480,264,170,46,3,476,44,220
2020,690,wt,SUM,0,0,0,713,340,327,46,3,709,47,293
2020,6XX,all_deer,N,0,0,0,20,20,0,0,0,20,3,18
2020,6XX,all_deer,R,0,0,0,48,41,3,3,0,48,3,37
2020,6XX,all_deer,SUM,0,0,0,68,61,3,3,0,68,6,55
2020,6XX,md,N,0,0,0,20,20,0,0,0,20,3,18
2020,6XX,md,R,0,0,0,27,27,0,0,0,27,3,24
2020,6XX,md,SUM,0,0,0,48,48,0,0,0,48,6,41
2020,6XX,wt,R,0,0,0,20,14,3,3,0,20,0,14
2020,6XX,wt,SUM,0,0,0,20,14,3,3,0,20,0,14
2020,700,all_deer,N,0,0,0,1410,929,470,10,12,1398,177,752
2020,700,all_deer,R,0,0,0,2218,1138,1073,7,81,2137,238,900
2020,700,all_deer,SUM,0,0,0,3628,2067,1543,17,92,3535,415,1653
2020,700,md,N,0,0,0,1219,842,367,10,9,1210,171,670
2020,700,md,R,0,0,0,1674,892,778,3,47,1627,207,685
2020,700,md,SUM,0,0,0,2893,1733,1146,14,55,2837,378,1355
2020,700,wt,N,0,0,0,191,88,103,0,3,188,6,82
2020,700,wt,R,0,0,0,544,246,295,4,34,510,31,216
2020,700,wt,SUM,0,0,0,735,334,397,4,37,698,36,297
2020,701,all_deer,N,0,0,0,1057,760,297,0,18,1040,123,638
2020,701,all_deer,R,0,0,0,2572,1515,1047,10,65,2507,268,1243
2020,701,all_deer,SUM,0,0,0,3629,2275,1344,10,83,3547,391,1881
2020,701,md,N,0,0,0,851,652,199,0,6,845,114,538
2020,701,md,R,0,0,0,1396,952,437,7,10,1386,237,715
2020,701,md,SUM,0,0,0,2247,1604,636,7,16,2231,351,1253
2020,701,wt,N,0,0,0,206,108,98,0,12,194,9,99
2020,701,wt,R,0,0,0,1176,563,610,4,55,1121,31,528
2020,701,wt,SUM,0,0,0,1382,671,708,4,67,1316,39,628
2020,702,all_deer,N,0,0,0,577,444,133,0,18,559,67,377
2020,702,all_deer,R,0,0,0,1216,652,561,4,28,1189,170,482
2020,702,all_deer,SUM,0,0,0,1793,1096,694,4,45,1748,237,859
2020,702,md,N,0,0,0,478,391,86,0,15,463,67,324
2020,702,md,R,0,0,0,925,506,419,0,14,911,136,370
2020,702,md,SUM,0,0,0,1403,897,506,0,28,1374,203,694
2020,702,wt,N,0,0,0,99,53,47,0,3,96,0,53
2020,702,wt,R,0,0,0,291,146,141,4,14,277,34,112
2020,702,wt,SUM,0,0,0,390,199,188,4,17,374,34,165
2020,703,all_deer,N,0,0,0,1336,837,499,0,20,1315,143,694
2020,703,all_deer,R,0,0,0,2658,1668,976,14,75,2583,380,1284
2020,703,all_deer,SUM,0,0,0,3994,2505,1475,14,96,3898,523,1978
2020,703,md,N,0,0,0,1027,682,345,0,6,1021,131,551
2020,703,md,R,0,0,0,1628,1126,502,0,24,1604,302,824
2020,703,md,SUM,0,0,0,2656,1808,847,0,30,2626,434,1375
2020,703,wt,N,0,0,0,309,155,154,0,15,294,12,143
2020,703,wt,R,0,0,0,1030,542,474,14,51,979,78,461
2020,703,wt,SUM,0,0,0,1338,697,627,14,66,1273,90,604
2020,704,all_deer,N,0,0,0,2316,1615,698,3,110,2207,359,1253
2020,704,all_deer,R,0,0,0,1925,1241,684,0,91,1833,305,932
2020,704,all_deer,SUM,0,0,0,4241,2856,1382,3,201,4040,664,2185
2020,704,md,N,0,0,0,1902,1350,552,0,69,1833,350,996
2020,704,md,R,0,0,0,1285,858,428,0,53,1232,244,614
2020,704,md,SUM,0,0,0,3187,2207,980,0,122,3065,594,1610
2020,704,wt,N,0,0,0,414,266,146,3,41,374,9,257
2020,704,wt,R,0,0,0,640,383,257,0,38,601,61,318
2020,704,wt,SUM,0,0,0,1054,649,402,3,79,975,70,575
2020,705,all_deer,N,0,0,0,3227,1992,1232,3,105,3122,359,1622
2020,705,all_deer,R,0,0,0,2295,1227,1065,4,83,2212,265,962
2020,705,all_deer,SUM,0,0,0,5522,3219,2297,7,188,5334,624,2584
2020,705,md,N,0,0,0,2244,1414,830,0,47,2197,324,1079
2020,705,md,R,0,0,0,1307,772,536,0,24,1284,207,565
2020,705,md,SUM,0,0,0,3551,2186,1366,0,70,3481,531,1644
2020,705,wt,N,0,0,0,983,578,402,3,58,925,35,543
2020,705,wt,R,0,0,0,987,455,529,4,59,929,58,397
2020,705,wt,SUM,0,0,0,1971,1033,931,7,117,1853,93,940
2020,7XX,all_deer,N,0,0,0,68,37,31,0,0,68,6,31
2020,7XX,all_deer,R,0,0,0,41,27,14,0,0,41,7,20
2020,7XX,all_deer,SUM,0,0,0,110,64,46,0,0,110,13,52
2020,7XX,md,N,0,0,0,63,31,31,0,0,63,6,26
2020,7XX,md,R,0,0,0,20,20,0,0,0,20,7,14
2020,7XX,md,SUM,0,0,0,83,52,31,0,0,83,13,39
2020,7XX,wt,N,0,0,0,6,6,0,0,0,6,0,6
2020,7XX,wt,R,0,0,0,21,7,14,0,0,21,0,7
2020,7XX,wt,SUM,0,0,0,27,13,14,0,0,27,0,13
2020,Reg_1,all_deer,N,0,0,0,635,505,125,6,30,605,125,380
2020,Reg_1,all_deer,R,0,0,0,9754,7319,2407,28,438,9316,2925,4387
2020,Reg_1,all_deer,SUM,0,0,0,10389,7823,2532,33,469,9920,3051,4766
2020,Reg_1,md,N,0,0,0,83,73,10,0,0,83,15,58
2020,Reg_1,md,R,0,0,0,829,782,47,0,17,812,397,385
2020,Reg_1,md,SUM,0,0,0,912,855,57,0,17,895,411,444
2020,Reg_1,wt,N,0,0,0,552,432,115,6,30,522,111,321
2020,Reg_1,wt,R,0,0,0,8925,6537,2361,28,421,8504,2529,4001
2020,Reg_1,wt,SUM,0,0,0,9477,6968,2475,33,452,9025,2639,4322
2020,Reg_2,all_deer,N,0,0,0,514,374,141,0,49,465,130,244
2020,Reg_2,all_deer,R,0,0,0,8475,5866,2574,35,1293,7182,2272,3584
2020,Reg_2,all_deer,SUM,0,0,0,8989,6239,2715,35,1342,7648,2402,3827
2020,Reg_2,md,N,0,0,0,138,129,10,0,3,135,58,71
2020,Reg_2,md,R,0,0,0,1464,1184,280,0,112,1351,529,654
2020,Reg_2,md,SUM,0,0,0,1602,1313,289,0,115,1487,587,725
2020,Reg_2,wt,N,0,0,0,376,245,131,0,46,330,72,173
2020,Reg_2,wt,R,0,0,0,7011,4682,2294,35,1180,5831,1743,2929
2020,Reg_2,wt,SUM,0,0,0,7387,4927,2426,35,1226,6161,1814,3102
2020,Reg_3,all_deer,N,0,0,0,2290,1433,838,20,224,2067,547,864
2020,Reg_3,all_deer,R,0,0,0,14429,8585,5789,55,1021,13408,3546,5012
2020,Reg_3,all_deer,SUM,0,0,0,16719,10018,6627,75,1245,15474,4093,5876
2020,Reg_3,md,N,0,0,0,1099,921,175,3,82,1017,451,470
2020,Reg_3,md,R,0,0,0,6089,4736,1332,21,337,5751,2637,2099
2020,Reg_3,md,SUM,0,0,0,7187,5657,1506,24,419,6768,3088,2569
2020,Reg_3,wt,N,0,0,0,1192,512,663,17,142,1049,96,394
2020,Reg_3,wt,R,0,0,0,8340,3849,4458,34,684,7657,909,2913
2020,Reg_3,wt,SUM,0,0,0,9532,4361,5120,51,826,8706,1005,3307
2020,Reg_4,all_deer,N,0,0,0,3234,2403,829,2,146,3088,541,1862
2020,Reg_4,all_deer,R,0,0,0,15829,10875,4836,118,474,15355,3204,7654
2020,Reg_4,all_deer,SUM,0,0,0,19063,13278,5664,120,620,18443,3746,9516
2020,Reg_4,md,N,0,0,0,2008,1859,149,0,64,1943,477,1382
2020,Reg_4,md,R,0,0,0,8430,6773,1606,51,179,8251,2356,4410
2020,Reg_4,md,SUM,0,0,0,10437,8631,1755,51,243,10194,2833,5792
2020,Reg_4,wt,N,0,0,0,1227,545,680,2,82,1145,64,480
2020,Reg_4,wt,R,0,0,0,7399,4103,3230,67,295,7104,849,3244
2020,Reg_4,wt,SUM,0,0,0,8626,4647,3909,69,377,8249,913,3724
2020,Reg_5,all_deer,N,0,0,0,1325,948,377,0,65,1260,192,756
2020,Reg_5,all_deer,R,0,0,0,9614,6069,3465,80,472,9142,2134,3931
2020,Reg_5,all_deer,SUM,0,0,0,10940,7017,3843,80,537,10402,2326,4688
2020,Reg_5,md,N,0,0,0,702,616,87,0,40,662,151,465
2020,Reg_5,md,R,0,0,0,5484,3983,1467,34,118,5366,1711,2269
2020,Reg_5,md,SUM,0,0,0,6186,4599,1553,34,158,6028,1862,2733
2020,Reg_5,wt,N,0,0,0,623,332,291,0,25,598,41,291
2020,Reg_5,wt,R,0,0,0,4131,2086,1999,46,355,3776,423,1663
2020,Reg_5,wt,SUM,0,0,0,4754,2418,2289,46,380,4374,464,1954
2020,Reg_6,all_deer,N,0,0,0,5413,3539,1853,20,68,5344,540,2996
2020,Reg_6,all_deer,R,0,0,0,11299,7446,3709,145,399,10900,1474,5968
2020,Reg_6,all_deer,SUM,0,0,0,16711,10985,5562,165,468,16244,2014,8964
2020,Reg_6,md,N,0,0,0,4348,3024,1307,17,48,4300,526,2496
2020,Reg_6,md,R,0,0,0,8040,5673,2339,29,124,7916,1274,4398
2020,Reg_6,md,SUM,0,0,0,12388,8696,3646,46,172,12216,1800,6894
2020,Reg_6,wt,N,0,0,0,1065,516,546,3,21,1044,15,501
2020,Reg_6,wt,R,0,0,0,3259,1773,1370,115,275,2984,200,1570
2020,Reg_6,wt,SUM,0,0,0,4323,2289,1916,119,296,4028,215,2070
2020,Reg_7,all_deer,N,0,0,0,9991,6615,3360,16,282,9709,1234,5368
2020,Reg_7,all_deer,R,0,0,0,12925,7466,5420,39,423,12502,1631,5825
2020,Reg_7,all_deer,SUM,0,0,0,22916,14081,8780,55,705,22212,2865,11192
2020,Reg_7,md,N,0,0,0,7783,5362,2411,10,151,7633,1164,4185
2020,Reg_7,md,R,0,0,0,8236,5125,3100,10,171,8064,1340,3786
2020,Reg_7,md,SUM,0,0,0,16019,10487,5511,21,322,15697,2504,7971
2020,Reg_7,wt,N,0,0,0,2208,1253,949,6,131,2076,70,1183
2020,Reg_7,wt,R,0,0,0,4689,2341,2319,29,251,4438,292,2039
2020,Reg_7,wt,SUM,0,0,0,6897,3594,3269,35,383,6514,362,3222
2020,Reg_X,all_deer,N,28393,0,0,9,9,0,0,0,9,9,0
2020,Reg_X,all_deer,R,121949,0,0,27,17,7,3,0,27,3,14
2020,Reg_X,all_deer,SUM,150343,0,0,36,26,7,3,0,36,12,14
2020,Reg_X,md,N,28393,0,0,9,9,0,0,0,9,9,0
2020,Reg_X,md,R,121949,0,0,10,10,0,0,0,10,3,7
2020,Reg_X,md,SUM,150343,0,0,19,19,0,0,0,19,12,7
2020,Reg_X,wt,R,121949,0,0,17,7,7,3,0,17,0,7
2020,Reg_X,wt,SUM,150343,0,0,17,7,7,3,0,17,0,7
2020,State,all_deer,N,28393,0,0,23412,15825,7522,64,865,22547,3317,12469
2020,State,all_deer,R,121949,0,0,82351,53642,28207,502,4519,77832,17191,36374
2020,State,all_deer,SUM,150343,0,0,105763,69468,35729,566,5384,100379,20508,48843
2020,State,md,N,28393,0,0,16170,11992,4148,30,387,15783,2850,9126
2020,State,md,R,121949,0,0,38581,28266,10170,145,1059,37522,10247,18009
2020,State,md,SUM,150343,0,0,54751,40258,14318,175,1446,53305,13097,27135
2020,State,wt,N,28393,0,0,7241,3833,3374,34,478,6763,467,3343
2020,State,wt,R,121949,0,0,43771,25377,18037,357,3461,40310,6944,18365
2020,State,wt,SUM,150343,0,0,51012,29210,21411,391,3939,47074,7412,21708
2020,XXX,all_deer,N,28393,0,0,9,9,0,0,0,9,9,0
2020,XXX,all_deer,R,121949,0,0,27,17,7,3,0,27,3,14
2020,XXX,all_deer,SUM,150343,0,0,36,26,7,3,0,36,12,14
2020,XXX,md,N,28393,0,0,9,9,0,0,0,9,9,0
2020,XXX,md,R,121949,0,0,10,10,0,0,0,10,3,7
2020,XXX,md,SUM,150343,0,0,19,19,0,0,0,19,12,7
2020,XXX,wt,R,121949,0,0,17,7,7,3,0,17,0,7
2020,XXX,wt,SUM,150343,0,0,17,7,7,3,0,17,0,7